,trial,trial_type,gain,loss,response_time,choice,outcome,total_gain,gain_prob,loss_prob,sub
0,1,symmetric,3.05,3.05,2.0365,safe,0.0,10.0,0.5,0.5,sub-065
1,2,symmetric,3.05,3.05,1.7203,safe,0.0,10.0,0.5,0.5,sub-065
2,3,symmetric,3.05,3.05,1.4192,safe,0.0,10.0,0.5,0.5,sub-065
3,4,negativeSkew,1.75,5.25,1.5532,gamble,1.75,11.75,0.75,0.25,sub-065
4,5,negativeSkew,1.75,5.25,1.5025,gamble,1.75,13.5,0.75,0.25,sub-065
5,6,symmetric,3.05,3.05,2.5526,safe,0.0,13.5,0.5,0.5,sub-065
6,7,positiveSkew,5.25,1.75,2.8691,gamble,-1.75,11.75,0.25,0.75,sub-065
7,8,negativeSkew,1.75,5.25,1.069,gamble,-5.25,6.5,0.75,0.25,sub-065
8,9,positiveSkew,5.25,1.75,1.1028,gamble,5.25,11.75,0.25,0.75,sub-065
9,10,positiveSkew,5.25,1.75,1.4026,safe,0.0,11.75,0.25,0.75,sub-065
10,11,positiveSkew,5.25,1.75,1.9025,safe,0.0,11.75,0.25,0.75,sub-065
11,12,symmetric,3.05,3.05,0.75402,gamble,-3.05,8.7,0.5,0.5,sub-065
12,13,symmetric,3.05,3.05,0.76909,gamble,3.05,11.75,0.5,0.5,sub-065
13,14,negativeSkew,1.75,5.25,0.73551,gamble,1.75,13.5,0.75,0.25,sub-065
14,15,positiveSkew,5.25,1.75,2.704,safe,0.0,13.5,0.25,0.75,sub-065
15,16,negativeSkew,1.75,5.25,1.4391,gamble,1.75,15.25,0.75,0.25,sub-065
16,17,negativeSkew,1.75,5.25,0.76958,gamble,-5.25,10.0,0.75,0.25,sub-065
17,18,positiveSkew,5.25,1.75,2.17,safe,0.0,10.0,0.25,0.75,sub-065
18,19,positiveSkew,5.25,1.75,0.73596,safe,0.0,10.0,0.25,0.75,sub-065
19,20,positiveSkew,5.25,1.75,2.1029,safe,0.0,10.0,0.25,0.75,sub-065
20,21,positiveSkew,5.25,1.75,1.369,safe,0.0,10.0,0.25,0.75,sub-065
21,22,symmetric,3.05,3.05,0.80233,gamble,-3.05,6.95,0.5,0.5,sub-065
22,23,negativeSkew,1.75,5.25,0.8861,gamble,1.75,8.7,0.75,0.25,sub-065
23,24,symmetric,3.05,3.05,0.76911,gamble,3.05,11.75,0.5,0.5,sub-065
24,25,positiveSkew,5.25,1.75,1.2526,safe,0.0,11.75,0.25,0.75,sub-065
25,26,negativeSkew,1.75,5.25,0.71945,gamble,1.75,13.5,0.75,0.25,sub-065
26,27,negativeSkew,1.75,5.25,0.80256,gamble,-5.25,8.25,0.75,0.25,sub-065
27,28,negativeSkew,1.75,5.25,0.8023,gamble,1.75,10.0,0.75,0.25,sub-065
28,29,symmetric,3.05,3.05,0.71999,gamble,-3.05,6.95,0.5,0.5,sub-065
29,30,symmetric,3.05,3.05,1.0193,gamble,-3.05,3.9,0.5,0.5,sub-065
30,31,symmetric,3.05,3.05,0.71912,gamble,-3.05,0.85,0.5,0.5,sub-065
31,32,symmetric,3.05,3.05,0.85271,gamble,3.05,3.9,0.5,0.5,sub-065
32,33,negativeSkew,1.75,5.25,0.78579,gamble,-5.25,-1.35,0.75,0.25,sub-065
33,34,symmetric,3.05,3.05,0.73647,gamble,-3.05,-4.4,0.5,0.5,sub-065
34,35,positiveSkew,5.25,1.75,0.95184,safe,0.0,-4.4,0.25,0.75,sub-065
35,36,positiveSkew,5.25,1.75,0.98566,safe,0.0,-4.4,0.25,0.75,sub-065
36,37,negativeSkew,1.75,5.25,0.91926,gamble,1.75,-2.65,0.75,0.25,sub-065
37,38,positiveSkew,5.25,1.75,0.83581,safe,0.0,-2.65,0.25,0.75,sub-065
38,39,negativeSkew,1.75,5.25,1.4694,gamble,1.75,-0.9,0.75,0.25,sub-065
39,40,negativeSkew,1.75,5.25,0.8858,gamble,1.75,0.85,0.75,0.25,sub-065
40,41,negativeSkew,1.75,5.25,1.3699,safe,0.0,0.85,0.75,0.25,sub-065
41,42,positiveSkew,5.25,1.75,0.76942,safe,0.0,0.85,0.25,0.75,sub-065
42,43,negativeSkew,1.75,5.25,0.78579,gamble,-5.25,-4.4,0.75,0.25,sub-065
43,44,symmetric,3.05,3.05,0.73608,gamble,3.05,-1.35,0.5,0.5,sub-065
44,45,positiveSkew,5.25,1.75,2.3202,safe,0.0,-1.35,0.25,0.75,sub-065
45,46,symmetric,3.05,3.05,2.0696,gamble,3.05,1.7,0.5,0.5,sub-065
46,47,symmetric,3.05,3.05,0.61935,gamble,3.05,4.75,0.5,0.5,sub-065
47,48,positiveSkew,5.25,1.75,0.78558,safe,0.0,4.75,0.25,0.75,sub-065
48,49,symmetric,3.05,3.05,0.81862,gamble,-3.05,1.7,0.5,0.5,sub-065
49,50,positiveSkew,5.25,1.75,1.2532,safe,0.0,1.7,0.25,0.75,sub-065
50,51,symmetric,3.05,3.05,0.81921,gamble,-3.05,-1.35,0.5,0.5,sub-065
51,52,positiveSkew,5.25,1.75,1.5861,safe,0.0,-1.35,0.25,0.75,sub-065
52,53,symmetric,3.05,3.05,0.66888,gamble,3.05,1.7,0.5,0.5,sub-065
53,54,positiveSkew,5.25,1.75,0.83574,safe,0.0,1.7,0.25,0.75,sub-065
54,55,negativeSkew,1.75,5.25,0.78618,gamble,1.75,3.45,0.75,0.25,sub-065
55,56,positiveSkew,5.25,1.75,1.1372,safe,0.0,3.45,0.25,0.75,sub-065
56,57,negativeSkew,1.75,5.25,0.70286,gamble,1.75,5.2,0.75,0.25,sub-065
57,58,symmetric,3.05,3.05,0.76975,gamble,3.05,8.25,0.5,0.5,sub-065
58,59,symmetric,3.05,3.05,0.70253,gamble,-3.05,5.2,0.5,0.5,sub-065
59,60,negativeSkew,1.75,5.25,1.2022,gamble,1.75,6.95,0.75,0.25,sub-065
60,61,symmetric,3.05,3.05,1.2526,gamble,3.05,10.0,0.5,0.5,sub-065
61,62,negativeSkew,1.75,5.25,1.386,gamble,1.75,11.75,0.75,0.25,sub-065
62,63,symmetric,3.05,3.05,0.68631,gamble,-3.05,8.7,0.5,0.5,sub-065
63,64,negativeSkew,1.75,5.25,0.67071,gamble,-5.25,3.45,0.75,0.25,sub-065
64,65,positiveSkew,5.25,1.75,0.78648,safe,0.0,3.45,0.25,0.75,sub-065
65,66,positiveSkew,5.25,1.75,1.3707,safe,0.0,3.45,0.25,0.75,sub-065
66,67,negativeSkew,1.75,5.25,0.73609,gamble,1.75,5.2,0.75,0.25,sub-065
67,68,negativeSkew,1.75,5.25,0.77307,gamble,1.75,6.95,0.75,0.25,sub-065
68,69,negativeSkew,1.75,5.25,1.0527,gamble,1.75,8.7,0.75,0.25,sub-065
69,70,symmetric,3.05,3.05,0.8368,gamble,-3.05,5.65,0.5,0.5,sub-065
70,71,positiveSkew,5.25,1.75,1.0369,safe,0.0,5.65,0.25,0.75,sub-065
71,72,positiveSkew,5.25,1.75,1.0693,safe,0.0,5.65,0.25,0.75,sub-065
0,1,symmetric,3.05,3.05,2.6762,gamble,3.05,20.8,0.5,0.5,sub-004
1,2,symmetric,3.05,3.05,1.6913,safe,0.0,20.8,0.5,0.5,sub-004
2,3,symmetric,3.05,3.05,2.3759,safe,0.0,20.8,0.5,0.5,sub-004
3,4,negativeSkew,1.75,5.25,3.9449,safe,0.0,20.8,0.75,0.25,sub-004
4,5,negativeSkew,1.75,5.25,2.4426,safe,0.0,20.8,0.75,0.25,sub-004
5,6,symmetric,3.05,3.05,1.8417,gamble,3.05,23.85,0.5,0.5,sub-004
6,7,positiveSkew,5.25,1.75,0.73981,safe,0.0,23.85,0.25,0.75,sub-004
7,8,negativeSkew,1.75,5.25,1.2907,safe,0.0,23.85,0.75,0.25,sub-004
8,9,positiveSkew,5.25,1.75,1.3408,gamble,5.25,29.1,0.25,0.75,sub-004
9,10,positiveSkew,5.25,1.75,1.2074,safe,0.0,29.1,0.25,0.75,sub-004
10,11,positiveSkew,5.25,1.75,1.007,gamble,-1.75,27.35,0.25,0.75,sub-004
11,12,symmetric,3.05,3.05,2.4592,safe,0.0,27.35,0.5,0.5,sub-004
12,13,symmetric,3.05,3.05,1.5911,safe,0.0,27.35,0.5,0.5,sub-004
13,14,negativeSkew,1.75,5.25,1.8583,gamble,1.75,29.1,0.75,0.25,sub-004
14,15,positiveSkew,5.25,1.75,3.661,safe,0.0,29.1,0.25,0.75,sub-004
15,16,negativeSkew,1.75,5.25,2.8432,safe,0.0,29.1,0.75,0.25,sub-004
16,17,negativeSkew,1.75,5.25,0.75674,safe,0.0,29.1,0.75,0.25,sub-004
17,18,positiveSkew,5.25,1.75,1.5576,gamble,-1.75,27.35,0.25,0.75,sub-004
18,19,positiveSkew,5.25,1.75,1.1237,gamble,-1.75,25.6,0.25,0.75,sub-004
19,20,positiveSkew,5.25,1.75,1.0237,gamble,-1.75,23.85,0.25,0.75,sub-004
20,21,positiveSkew,5.25,1.75,1.1907,gamble,-1.75,22.1,0.25,0.75,sub-004
21,22,symmetric,3.05,3.05,1.975,gamble,-3.05,19.05,0.5,0.5,sub-004
22,23,negativeSkew,1.75,5.25,1.424,safe,0.0,19.05,0.75,0.25,sub-004
23,24,symmetric,3.05,3.05,0.92347,safe,0.0,19.05,0.5,0.5,sub-004
24,25,positiveSkew,5.25,1.75,2.3422,gamble,-1.75,17.3,0.25,0.75,sub-004
25,26,negativeSkew,1.75,5.25,2.9264,gamble,1.75,19.05,0.75,0.25,sub-004
26,27,negativeSkew,1.75,5.25,2.242,gamble,-5.25,13.8,0.75,0.25,sub-004
27,28,negativeSkew,1.75,5.25,2.2588,safe,0.0,13.8,0.75,0.25,sub-004
28,29,symmetric,3.05,3.05,0.87332,safe,0.0,13.8,0.5,0.5,sub-004
29,30,symmetric,3.05,3.05,0.84021,safe,0.0,13.8,0.5,0.5,sub-004
30,31,symmetric,3.05,3.05,0.75658,gamble,-3.05,10.75,0.5,0.5,sub-004
31,32,symmetric,3.05,3.05,0.75663,gamble,3.05,13.8,0.5,0.5,sub-004
32,33,negativeSkew,1.75,5.25,0.75656,gamble,-5.25,8.55,0.75,0.25,sub-004
33,34,symmetric,3.05,3.05,2.1086,safe,0.0,8.55,0.5,0.5,sub-004
34,35,positiveSkew,5.25,1.75,2.7264,safe,0.0,8.55,0.25,0.75,sub-004
35,36,positiveSkew,5.25,1.75,0.0,safe,0.0,8.55,0.25,0.75,sub-004
36,37,negativeSkew,1.75,5.25,2.4424,safe,0.0,8.55,0.75,0.25,sub-004
37,38,positiveSkew,5.25,1.75,2.4926,safe,0.0,8.55,0.25,0.75,sub-004
38,39,negativeSkew,1.75,5.25,0.82323,gamble,1.75,10.3,0.75,0.25,sub-004
39,40,negativeSkew,1.75,5.25,1.7246,safe,0.0,10.3,0.75,0.25,sub-004
40,41,negativeSkew,1.75,5.25,2.1085,safe,0.0,10.3,0.75,0.25,sub-004
41,42,positiveSkew,5.25,1.75,3.9281,gamble,-1.75,8.55,0.25,0.75,sub-004
42,43,negativeSkew,1.75,5.25,2.192,gamble,-5.25,3.3,0.75,0.25,sub-004
43,44,symmetric,3.05,3.05,2.0754,gamble,3.05,6.35,0.5,0.5,sub-004
44,45,positiveSkew,5.25,1.75,0.82312,safe,0.0,6.35,0.25,0.75,sub-004
45,46,symmetric,3.05,3.05,3.8278,safe,0.0,6.35,0.5,0.5,sub-004
46,47,symmetric,3.05,3.05,0.75678,safe,0.0,6.35,0.5,0.5,sub-004
47,48,positiveSkew,5.25,1.75,0.83977,gamble,5.25,11.6,0.25,0.75,sub-004
48,49,symmetric,3.05,3.05,0.82321,safe,0.0,11.6,0.5,0.5,sub-004
49,50,positiveSkew,5.25,1.75,3.878,safe,0.0,11.6,0.25,0.75,sub-004
50,51,symmetric,3.05,3.05,0.70637,safe,0.0,11.6,0.5,0.5,sub-004
51,52,positiveSkew,5.25,1.75,0.75652,gamble,-1.75,9.85,0.25,0.75,sub-004
52,53,symmetric,3.05,3.05,1.8414,safe,0.0,9.85,0.5,0.5,sub-004
53,54,positiveSkew,5.25,1.75,2.2421,gamble,5.25,15.1,0.25,0.75,sub-004
54,55,negativeSkew,1.75,5.25,1.6079,safe,0.0,15.1,0.75,0.25,sub-004
55,56,positiveSkew,5.25,1.75,1.3576,gamble,-1.75,13.35,0.25,0.75,sub-004
56,57,negativeSkew,1.75,5.25,0.82347,gamble,1.75,15.1,0.75,0.25,sub-004
57,58,symmetric,3.05,3.05,2.4423,gamble,3.05,18.15,0.5,0.5,sub-004
58,59,symmetric,3.05,3.05,1.6581,safe,0.0,18.15,0.5,0.5,sub-004
59,60,negativeSkew,1.75,5.25,0.60635,gamble,1.75,19.9,0.75,0.25,sub-004
60,61,symmetric,3.05,3.05,0.72307,safe,0.0,19.9,0.5,0.5,sub-004
61,62,negativeSkew,1.75,5.25,1.0738,safe,0.0,19.9,0.75,0.25,sub-004
62,63,symmetric,3.05,3.05,0.65651,safe,0.0,19.9,0.5,0.5,sub-004
63,64,negativeSkew,1.75,5.25,0.72342,gamble,-5.25,14.65,0.75,0.25,sub-004
64,65,positiveSkew,5.25,1.75,0.63988,gamble,-1.75,12.9,0.25,0.75,sub-004
65,66,positiveSkew,5.25,1.75,0.88987,gamble,-1.75,11.15,0.25,0.75,sub-004
66,67,negativeSkew,1.75,5.25,0.67285,gamble,1.75,12.9,0.75,0.25,sub-004
67,68,negativeSkew,1.75,5.25,0.60632,gamble,1.75,14.65,0.75,0.25,sub-004
68,69,negativeSkew,1.75,5.25,1.0069,gamble,1.75,16.4,0.75,0.25,sub-004
69,70,symmetric,3.05,3.05,0.79013,safe,0.0,16.4,0.5,0.5,sub-004
70,71,positiveSkew,5.25,1.75,1.9753,safe,0.0,16.4,0.25,0.75,sub-004
71,72,positiveSkew,5.25,1.75,2.6927,safe,0.0,16.4,0.25,0.75,sub-004
0,1,symmetric,3.05,3.05,2.0912,gamble,3.05,19.15,0.5,0.5,sub-016
1,2,symmetric,3.05,3.05,1.3575,gamble,-3.05,16.1,0.5,0.5,sub-016
2,3,symmetric,3.05,3.05,1.3409,gamble,3.05,19.15,0.5,0.5,sub-016
3,4,negativeSkew,1.75,5.25,1.5744,gamble,1.75,20.9,0.75,0.25,sub-016
4,5,negativeSkew,1.75,5.25,1.0737,gamble,1.75,22.65,0.75,0.25,sub-016
5,6,symmetric,3.05,3.05,1.5913,gamble,3.05,25.7,0.5,0.5,sub-016
6,7,positiveSkew,5.25,1.75,1.4077,safe,0.0,25.7,0.25,0.75,sub-016
7,8,negativeSkew,1.75,5.25,0.94024,gamble,-5.25,20.45,0.75,0.25,sub-016
8,9,positiveSkew,5.25,1.75,0.78997,safe,0.0,20.45,0.25,0.75,sub-016
9,10,positiveSkew,5.25,1.75,1.1738,safe,0.0,20.45,0.25,0.75,sub-016
10,11,positiveSkew,5.25,1.75,1.1737,safe,0.0,20.45,0.25,0.75,sub-016
11,12,symmetric,3.05,3.05,1.174,gamble,-3.05,17.4,0.5,0.5,sub-016
12,13,symmetric,3.05,3.05,1.1406,gamble,3.05,20.45,0.5,0.5,sub-016
13,14,negativeSkew,1.75,5.25,0.85694,gamble,1.75,22.2,0.75,0.25,sub-016
14,15,positiveSkew,5.25,1.75,1.124,safe,0.0,22.2,0.25,0.75,sub-016
15,16,negativeSkew,1.75,5.25,1.1405,gamble,1.75,23.95,0.75,0.25,sub-016
16,17,negativeSkew,1.75,5.25,0.9903,gamble,-5.25,18.7,0.75,0.25,sub-016
17,18,positiveSkew,5.25,1.75,1.1907,safe,0.0,18.7,0.25,0.75,sub-016
18,19,positiveSkew,5.25,1.75,1.1071,safe,0.0,18.7,0.25,0.75,sub-016
19,20,positiveSkew,5.25,1.75,1.4744,safe,0.0,18.7,0.25,0.75,sub-016
20,21,positiveSkew,5.25,1.75,0.77312,safe,0.0,18.7,0.25,0.75,sub-016
21,22,symmetric,3.05,3.05,0.8732,gamble,-3.05,15.65,0.5,0.5,sub-016
22,23,negativeSkew,1.75,5.25,0.75671,gamble,1.75,17.4,0.75,0.25,sub-016
23,24,symmetric,3.05,3.05,0.72341,gamble,3.05,20.45,0.5,0.5,sub-016
24,25,positiveSkew,5.25,1.75,0.79003,safe,0.0,20.45,0.25,0.75,sub-016
25,26,negativeSkew,1.75,5.25,0.75661,gamble,1.75,22.2,0.75,0.25,sub-016
26,27,negativeSkew,1.75,5.25,1.2072,gamble,-5.25,16.95,0.75,0.25,sub-016
27,28,negativeSkew,1.75,5.25,0.72341,gamble,1.75,18.7,0.75,0.25,sub-016
28,29,symmetric,3.05,3.05,0.67296,gamble,-3.05,15.65,0.5,0.5,sub-016
29,30,symmetric,3.05,3.05,0.67319,gamble,-3.05,12.6,0.5,0.5,sub-016
30,31,symmetric,3.05,3.05,0.72328,gamble,-3.05,9.55,0.5,0.5,sub-016
31,32,symmetric,3.05,3.05,0.68962,gamble,3.05,12.6,0.5,0.5,sub-016
32,33,negativeSkew,1.75,5.25,0.62322,gamble,-5.25,7.35,0.75,0.25,sub-016
33,34,symmetric,3.05,3.05,0.85683,gamble,-3.05,4.3,0.5,0.5,sub-016
34,35,positiveSkew,5.25,1.75,1.1904,safe,0.0,4.3,0.25,0.75,sub-016
35,36,positiveSkew,5.25,1.75,1.2241,safe,0.0,4.3,0.25,0.75,sub-016
36,37,negativeSkew,1.75,5.25,0.78986,gamble,1.75,6.05,0.75,0.25,sub-016
37,38,positiveSkew,5.25,1.75,0.77335,safe,0.0,6.05,0.25,0.75,sub-016
38,39,negativeSkew,1.75,5.25,0.8401,gamble,1.75,7.8,0.75,0.25,sub-016
39,40,negativeSkew,1.75,5.25,0.72296,gamble,1.75,9.55,0.75,0.25,sub-016
40,41,negativeSkew,1.75,5.25,0.77326,gamble,1.75,11.3,0.75,0.25,sub-016
41,42,positiveSkew,5.25,1.75,0.78978,safe,0.0,11.3,0.25,0.75,sub-016
42,43,negativeSkew,1.75,5.25,0.77353,gamble,-5.25,6.05,0.75,0.25,sub-016
43,44,symmetric,3.05,3.05,0.67306,gamble,3.05,9.1,0.5,0.5,sub-016
44,45,positiveSkew,5.25,1.75,0.8234,safe,0.0,9.1,0.25,0.75,sub-016
45,46,symmetric,3.05,3.05,1.1407,gamble,3.05,12.15,0.5,0.5,sub-016
46,47,symmetric,3.05,3.05,0.73997,gamble,3.05,15.2,0.5,0.5,sub-016
47,48,positiveSkew,5.25,1.75,1.5412,safe,0.0,15.2,0.25,0.75,sub-016
48,49,symmetric,3.05,3.05,0.8065,gamble,-3.05,12.15,0.5,0.5,sub-016
49,50,positiveSkew,5.25,1.75,1.591,safe,0.0,12.15,0.25,0.75,sub-016
50,51,symmetric,3.05,3.05,0.7066,gamble,-3.05,9.1,0.5,0.5,sub-016
51,52,positiveSkew,5.25,1.75,1.8414,gamble,-1.75,7.35,0.25,0.75,sub-016
52,53,symmetric,3.05,3.05,0.78983,gamble,3.05,10.4,0.5,0.5,sub-016
53,54,positiveSkew,5.25,1.75,1.1071,gamble,5.25,15.65,0.25,0.75,sub-016
54,55,negativeSkew,1.75,5.25,0.67297,gamble,1.75,17.4,0.75,0.25,sub-016
55,56,positiveSkew,5.25,1.75,0.82349,safe,0.0,17.4,0.25,0.75,sub-016
56,57,negativeSkew,1.75,5.25,0.72326,gamble,1.75,19.15,0.75,0.25,sub-016
57,58,symmetric,3.05,3.05,0.73979,gamble,3.05,22.2,0.5,0.5,sub-016
58,59,symmetric,3.05,3.05,1.541,gamble,-3.05,19.15,0.5,0.5,sub-016
59,60,negativeSkew,1.75,5.25,0.72298,gamble,1.75,20.9,0.75,0.25,sub-016
60,61,symmetric,3.05,3.05,0.87328,gamble,3.05,23.95,0.5,0.5,sub-016
61,62,negativeSkew,1.75,5.25,1.9916,safe,0.0,23.95,0.75,0.25,sub-016
62,63,symmetric,3.05,3.05,0.68993,gamble,-3.05,20.9,0.5,0.5,sub-016
63,64,negativeSkew,1.75,5.25,0.68962,gamble,-5.25,15.65,0.75,0.25,sub-016
64,65,positiveSkew,5.25,1.75,0.9067,safe,0.0,15.65,0.25,0.75,sub-016
65,66,positiveSkew,5.25,1.75,1.4241,safe,0.0,15.65,0.25,0.75,sub-016
66,67,negativeSkew,1.75,5.25,0.60615,gamble,1.75,17.4,0.75,0.25,sub-016
67,68,negativeSkew,1.75,5.25,0.68988,gamble,1.75,19.15,0.75,0.25,sub-016
68,69,negativeSkew,1.75,5.25,1.7748,safe,0.0,19.15,0.75,0.25,sub-016
69,70,symmetric,3.05,3.05,1.2074,gamble,-3.05,16.1,0.5,0.5,sub-016
70,71,positiveSkew,5.25,1.75,2.4423,gamble,-1.75,14.35,0.25,0.75,sub-016
71,72,positiveSkew,5.25,1.75,2.9264,gamble,5.25,19.6,0.25,0.75,sub-016
0,1,symmetric,3.05,3.05,0.89003,gamble,3.05,22.1,0.5,0.5,sub-020
1,2,symmetric,3.05,3.05,0.98991,gamble,-3.05,19.05,0.5,0.5,sub-020
2,3,symmetric,3.05,3.05,0.8568,gamble,3.05,22.1,0.5,0.5,sub-020
3,4,negativeSkew,1.75,5.25,1.8247,gamble,1.75,23.85,0.75,0.25,sub-020
4,5,negativeSkew,1.75,5.25,0.85691,gamble,1.75,25.6,0.75,0.25,sub-020
5,6,symmetric,3.05,3.05,0.78993,gamble,3.05,28.65,0.5,0.5,sub-020
6,7,positiveSkew,5.25,1.75,0.87363,safe,0.0,28.65,0.25,0.75,sub-020
7,8,negativeSkew,1.75,5.25,1.391,safe,0.0,28.65,0.75,0.25,sub-020
8,9,positiveSkew,5.25,1.75,1.491,gamble,5.25,33.9,0.25,0.75,sub-020
9,10,positiveSkew,5.25,1.75,2.2759,gamble,-1.75,32.15,0.25,0.75,sub-020
10,11,positiveSkew,5.25,1.75,1.5245,safe,0.0,32.15,0.25,0.75,sub-020
11,12,symmetric,3.05,3.05,0.95715,gamble,-3.05,29.1,0.5,0.5,sub-020
12,13,symmetric,3.05,3.05,0.82322,gamble,3.05,32.15,0.5,0.5,sub-020
13,14,negativeSkew,1.75,5.25,0.8569,safe,0.0,32.15,0.75,0.25,sub-020
14,15,positiveSkew,5.25,1.75,1.9584,gamble,5.25,37.4,0.25,0.75,sub-020
15,16,negativeSkew,1.75,5.25,0.77324,safe,0.0,37.4,0.75,0.25,sub-020
16,17,negativeSkew,1.75,5.25,0.75686,safe,0.0,37.4,0.75,0.25,sub-020
17,18,positiveSkew,5.25,1.75,1.5245,gamble,-1.75,35.65,0.25,0.75,sub-020
18,19,positiveSkew,5.25,1.75,1.4408,gamble,-1.75,33.9,0.25,0.75,sub-020
19,20,positiveSkew,5.25,1.75,2.2424,gamble,-1.75,32.15,0.25,0.75,sub-020
20,21,positiveSkew,5.25,1.75,1.5076,gamble,-1.75,30.4,0.25,0.75,sub-020
21,22,symmetric,3.05,3.05,0.97347,gamble,-3.05,27.35,0.5,0.5,sub-020
22,23,negativeSkew,1.75,5.25,1.1073,safe,0.0,27.35,0.75,0.25,sub-020
23,24,symmetric,3.05,3.05,0.80676,gamble,3.05,30.4,0.5,0.5,sub-020
24,25,positiveSkew,5.25,1.75,2.1586,safe,0.0,30.4,0.25,0.75,sub-020
25,26,negativeSkew,1.75,5.25,0.65638,safe,0.0,30.4,0.75,0.25,sub-020
26,27,negativeSkew,1.75,5.25,0.7064,safe,0.0,30.4,0.75,0.25,sub-020
27,28,negativeSkew,1.75,5.25,0.6233,safe,0.0,30.4,0.75,0.25,sub-020
28,29,symmetric,3.05,3.05,0.73969,gamble,-3.05,27.35,0.5,0.5,sub-020
29,30,symmetric,3.05,3.05,0.68969,gamble,-3.05,24.3,0.5,0.5,sub-020
30,31,symmetric,3.05,3.05,0.67304,gamble,-3.05,21.25,0.5,0.5,sub-020
31,32,symmetric,3.05,3.05,0.70656,gamble,3.05,24.3,0.5,0.5,sub-020
32,33,negativeSkew,1.75,5.25,1.541,gamble,-5.25,19.05,0.75,0.25,sub-020
33,34,symmetric,3.05,3.05,0.6896,gamble,-3.05,16.0,0.5,0.5,sub-020
34,35,positiveSkew,5.25,1.75,1.1405,gamble,5.25,21.25,0.25,0.75,sub-020
35,36,positiveSkew,5.25,1.75,0.82325,gamble,-1.75,19.5,0.25,0.75,sub-020
36,37,negativeSkew,1.75,5.25,2.0253,gamble,1.75,21.25,0.75,0.25,sub-020
37,38,positiveSkew,5.25,1.75,1.007,gamble,-1.75,19.5,0.25,0.75,sub-020
38,39,negativeSkew,1.75,5.25,2.0085,gamble,1.75,21.25,0.75,0.25,sub-020
39,40,negativeSkew,1.75,5.25,0.65634,safe,0.0,21.25,0.75,0.25,sub-020
40,41,negativeSkew,1.75,5.25,0.72321,safe,0.0,21.25,0.75,0.25,sub-020
41,42,positiveSkew,5.25,1.75,1.0235,gamble,-1.75,19.5,0.25,0.75,sub-020
42,43,negativeSkew,1.75,5.25,0.7231,safe,0.0,19.5,0.75,0.25,sub-020
43,44,symmetric,3.05,3.05,0.77341,gamble,3.05,22.55,0.5,0.5,sub-020
44,45,positiveSkew,5.25,1.75,1.3742,gamble,-1.75,20.8,0.25,0.75,sub-020
45,46,symmetric,3.05,3.05,0.63987,gamble,3.05,23.85,0.5,0.5,sub-020
46,47,symmetric,3.05,3.05,1.0068,gamble,3.05,26.9,0.5,0.5,sub-020
47,48,positiveSkew,5.25,1.75,0.67292,gamble,5.25,32.15,0.25,0.75,sub-020
48,49,symmetric,3.05,3.05,1.0738,safe,0.0,32.15,0.5,0.5,sub-020
49,50,positiveSkew,5.25,1.75,1.808,gamble,-1.75,30.4,0.25,0.75,sub-020
50,51,symmetric,3.05,3.05,2.3088,gamble,-3.05,27.35,0.5,0.5,sub-020
51,52,positiveSkew,5.25,1.75,1.2073,gamble,-1.75,25.6,0.25,0.75,sub-020
52,53,symmetric,3.05,3.05,0.72301,gamble,3.05,28.65,0.5,0.5,sub-020
53,54,positiveSkew,5.25,1.75,0.87336,gamble,5.25,33.9,0.25,0.75,sub-020
54,55,negativeSkew,1.75,5.25,0.63971,safe,0.0,33.9,0.75,0.25,sub-020
55,56,positiveSkew,5.25,1.75,2.4758,safe,0.0,33.9,0.25,0.75,sub-020
56,57,negativeSkew,1.75,5.25,0.67335,safe,0.0,33.9,0.75,0.25,sub-020
57,58,symmetric,3.05,3.05,0.92358,safe,0.0,33.9,0.5,0.5,sub-020
58,59,symmetric,3.05,3.05,0.75667,safe,0.0,33.9,0.5,0.5,sub-020
59,60,negativeSkew,1.75,5.25,0.70644,safe,0.0,33.9,0.75,0.25,sub-020
60,61,symmetric,3.05,3.05,2.1587,safe,0.0,33.9,0.5,0.5,sub-020
61,62,negativeSkew,1.75,5.25,0.80666,safe,0.0,33.9,0.75,0.25,sub-020
62,63,symmetric,3.05,3.05,1.2071,safe,0.0,33.9,0.5,0.5,sub-020
63,64,negativeSkew,1.75,5.25,0.62297,safe,0.0,33.9,0.75,0.25,sub-020
64,65,positiveSkew,5.25,1.75,0.57279,gamble,-1.75,32.15,0.25,0.75,sub-020
65,66,positiveSkew,5.25,1.75,0.65645,gamble,-1.75,30.4,0.25,0.75,sub-020
66,67,negativeSkew,1.75,5.25,0.58954,safe,0.0,30.4,0.75,0.25,sub-020
67,68,negativeSkew,1.75,5.25,0.72302,safe,0.0,30.4,0.75,0.25,sub-020
68,69,negativeSkew,1.75,5.25,0.72333,safe,0.0,30.4,0.75,0.25,sub-020
69,70,symmetric,3.05,3.05,0.95685,safe,0.0,30.4,0.5,0.5,sub-020
70,71,positiveSkew,5.25,1.75,0.63958,gamble,-1.75,28.65,0.25,0.75,sub-020
71,72,positiveSkew,5.25,1.75,0.75649,gamble,5.25,33.9,0.25,0.75,sub-020
0,1,symmetric,3.05,3.05,1.7672,safe,0.0,10.0,0.5,0.5,sub-041
