,trial,trial_type,gain,loss,response_time,choice,outcome,total_gain,gain_prob,loss_prob,sub
67,68,negativeSkew,1.75,5.25,0.7523,gamble,1.75,9.55,0.75,0.25,sub-042
68,69,negativeSkew,1.75,5.25,0.5716,gamble,1.75,11.3,0.75,0.25,sub-042
69,70,symmetric,3.05,3.05,0.7689,gamble,-3.05,8.25,0.5,0.5,sub-042
70,71,positiveSkew,5.25,1.75,0.72316,gamble,-1.75,6.5,0.25,0.75,sub-042
71,72,positiveSkew,5.25,1.75,0.77178,gamble,5.25,11.75,0.25,0.75,sub-042
0,1,symmetric,3.05,3.05,2.1665,gamble,3.05,13.05,0.5,0.5,sub-028
1,2,symmetric,3.05,3.05,1.369,safe,0.0,13.05,0.5,0.5,sub-028
2,3,symmetric,3.05,3.05,0.85275,gamble,3.05,16.1,0.5,0.5,sub-028
3,4,negativeSkew,1.75,5.25,0.90335,gamble,1.75,17.85,0.75,0.25,sub-028
4,5,negativeSkew,1.75,5.25,0.86907,safe,0.0,17.85,0.75,0.25,sub-028
5,6,symmetric,3.05,3.05,1.3023,gamble,3.05,20.9,0.5,0.5,sub-028
6,7,positiveSkew,5.25,1.75,1.6522,safe,0.0,20.9,0.25,0.75,sub-028
7,8,negativeSkew,1.75,5.25,0.98601,gamble,-5.25,15.65,0.75,0.25,sub-028
8,9,positiveSkew,5.25,1.75,2.0529,gamble,5.25,20.9,0.25,0.75,sub-028
9,10,positiveSkew,5.25,1.75,2.4861,safe,0.0,20.9,0.25,0.75,sub-028
10,11,positiveSkew,5.25,1.75,1.3858,safe,0.0,20.9,0.25,0.75,sub-028
11,12,symmetric,3.05,3.05,1.2532,gamble,-3.05,17.85,0.5,0.5,sub-028
12,13,symmetric,3.05,3.05,0.63576,gamble,3.05,20.9,0.5,0.5,sub-028
13,14,negativeSkew,1.75,5.25,1.636,gamble,1.75,22.65,0.75,0.25,sub-028
14,15,positiveSkew,5.25,1.75,0.85258,safe,0.0,22.65,0.25,0.75,sub-028
15,16,negativeSkew,1.75,5.25,0.81926,gamble,1.75,24.4,0.75,0.25,sub-028
16,17,negativeSkew,1.75,5.25,0.66909,gamble,-5.25,19.15,0.75,0.25,sub-028
17,18,positiveSkew,5.25,1.75,0.63597,safe,0.0,19.15,0.25,0.75,sub-028
18,19,positiveSkew,5.25,1.75,0.71915,safe,0.0,19.15,0.25,0.75,sub-028
19,20,positiveSkew,5.25,1.75,0.78652,safe,0.0,19.15,0.25,0.75,sub-028
20,21,positiveSkew,5.25,1.75,0.98673,safe,0.0,19.15,0.25,0.75,sub-028
21,22,symmetric,3.05,3.05,0.73581,gamble,-3.05,16.1,0.5,0.5,sub-028
22,23,negativeSkew,1.75,5.25,0.80236,gamble,1.75,17.85,0.75,0.25,sub-028
23,24,symmetric,3.05,3.05,1.2537,gamble,3.05,20.9,0.5,0.5,sub-028
24,25,positiveSkew,5.25,1.75,0.63599,safe,0.0,20.9,0.25,0.75,sub-028
25,26,negativeSkew,1.75,5.25,0.71949,gamble,1.75,22.65,0.75,0.25,sub-028
26,27,negativeSkew,1.75,5.25,0.78579,gamble,-5.25,17.4,0.75,0.25,sub-028
27,28,negativeSkew,1.75,5.25,0.92008,gamble,1.75,19.15,0.75,0.25,sub-028
28,29,symmetric,3.05,3.05,0.98603,gamble,-3.05,16.1,0.5,0.5,sub-028
29,30,symmetric,3.05,3.05,0.68609,gamble,-3.05,13.05,0.5,0.5,sub-028
30,31,symmetric,3.05,3.05,1.7195,gamble,-3.05,10.0,0.5,0.5,sub-028
31,32,symmetric,3.05,3.05,0.70304,gamble,3.05,13.05,0.5,0.5,sub-028
32,33,negativeSkew,1.75,5.25,0.86929,gamble,-5.25,7.8,0.75,0.25,sub-028
33,34,symmetric,3.05,3.05,0.70244,gamble,-3.05,4.75,0.5,0.5,sub-028
34,35,positiveSkew,5.25,1.75,0.83587,safe,0.0,4.75,0.25,0.75,sub-028
35,36,positiveSkew,5.25,1.75,0.76971,safe,0.0,4.75,0.25,0.75,sub-028
36,37,negativeSkew,1.75,5.25,1.1358,gamble,1.75,6.5,0.75,0.25,sub-028
37,38,positiveSkew,5.25,1.75,1.3858,safe,0.0,6.5,0.25,0.75,sub-028
38,39,negativeSkew,1.75,5.25,0.75286,gamble,1.75,8.25,0.75,0.25,sub-028
39,40,negativeSkew,1.75,5.25,1.0196,gamble,1.75,10.0,0.75,0.25,sub-028
40,41,negativeSkew,1.75,5.25,0.88623,gamble,1.75,11.75,0.75,0.25,sub-028
41,42,positiveSkew,5.25,1.75,1.5696,safe,0.0,11.75,0.25,0.75,sub-028
42,43,negativeSkew,1.75,5.25,0.85326,gamble,-5.25,6.5,0.75,0.25,sub-028
43,44,symmetric,3.05,3.05,0.65247,gamble,3.05,9.55,0.5,0.5,sub-028
44,45,positiveSkew,5.25,1.75,1.0035,safe,0.0,9.55,0.25,0.75,sub-028
45,46,symmetric,3.05,3.05,0.70269,gamble,3.05,12.6,0.5,0.5,sub-028
46,47,symmetric,3.05,3.05,1.5004,gamble,3.05,15.65,0.5,0.5,sub-028
47,48,positiveSkew,5.25,1.75,1.0359,safe,0.0,15.65,0.25,0.75,sub-028
48,49,symmetric,3.05,3.05,1.186,gamble,-3.05,12.6,0.5,0.5,sub-028
49,50,positiveSkew,5.25,1.75,0.88718,safe,0.0,12.6,0.25,0.75,sub-028
50,51,symmetric,3.05,3.05,0.88596,gamble,-3.05,9.55,0.5,0.5,sub-028
51,52,positiveSkew,5.25,1.75,1.0193,safe,0.0,9.55,0.25,0.75,sub-028
52,53,symmetric,3.05,3.05,0.6358,gamble,3.05,12.6,0.5,0.5,sub-028
53,54,positiveSkew,5.25,1.75,1.7856,safe,0.0,12.6,0.25,0.75,sub-028
54,55,negativeSkew,1.75,5.25,1.0528,gamble,1.75,14.35,0.75,0.25,sub-028
55,56,positiveSkew,5.25,1.75,0.83615,safe,0.0,14.35,0.25,0.75,sub-028
56,57,negativeSkew,1.75,5.25,0.9362,gamble,1.75,16.1,0.75,0.25,sub-028
57,58,symmetric,3.05,3.05,0.83584,gamble,3.05,19.15,0.5,0.5,sub-028
58,59,symmetric,3.05,3.05,1.1858,gamble,-3.05,16.1,0.5,0.5,sub-028
59,60,negativeSkew,1.75,5.25,2.0364,gamble,1.75,17.85,0.75,0.25,sub-028
60,61,symmetric,3.05,3.05,1.1527,gamble,3.05,20.9,0.5,0.5,sub-028
61,62,negativeSkew,1.75,5.25,1.0525,gamble,1.75,22.65,0.75,0.25,sub-028
62,63,symmetric,3.05,3.05,0.93586,gamble,-3.05,19.6,0.5,0.5,sub-028
63,64,negativeSkew,1.75,5.25,0.78602,gamble,-5.25,14.35,0.75,0.25,sub-028
64,65,positiveSkew,5.25,1.75,0.8527,safe,0.0,14.35,0.25,0.75,sub-028
65,66,positiveSkew,5.25,1.75,0.61913,safe,0.0,14.35,0.25,0.75,sub-028
66,67,negativeSkew,1.75,5.25,1.1869,gamble,1.75,16.1,0.75,0.25,sub-028
67,68,negativeSkew,1.75,5.25,0.72025,gamble,1.75,17.85,0.75,0.25,sub-028
68,69,negativeSkew,1.75,5.25,0.7526,gamble,1.75,19.6,0.75,0.25,sub-028
69,70,symmetric,3.05,3.05,1.0531,gamble,-3.05,16.55,0.5,0.5,sub-028
70,71,positiveSkew,5.25,1.75,0.81931,safe,0.0,16.55,0.25,0.75,sub-028
71,72,positiveSkew,5.25,1.75,1.0525,safe,0.0,16.55,0.25,0.75,sub-028
0,1,symmetric,3.05,3.05,2.3633,gamble,3.05,13.05,0.5,0.5,sub-049
1,2,symmetric,3.05,3.05,1.2042,gamble,-3.05,10.0,0.5,0.5,sub-049
2,3,symmetric,3.05,3.05,1.0975,gamble,3.05,13.05,0.5,0.5,sub-049
3,4,negativeSkew,1.75,5.25,3.3024,safe,0.0,13.05,0.75,0.25,sub-049
4,5,negativeSkew,1.75,5.25,1.1034,gamble,1.75,14.8,0.75,0.25,sub-049
5,6,symmetric,3.05,3.05,1.2364,gamble,3.05,17.85,0.5,0.5,sub-049
6,7,positiveSkew,5.25,1.75,1.0247,gamble,-1.75,16.1,0.25,0.75,sub-049
7,8,negativeSkew,1.75,5.25,1.9525,safe,0.0,16.1,0.75,0.25,sub-049
8,9,positiveSkew,5.25,1.75,1.3375,gamble,5.25,21.35,0.25,0.75,sub-049
9,10,positiveSkew,5.25,1.75,1.1028,gamble,-1.75,19.6,0.25,0.75,sub-049
10,11,positiveSkew,5.25,1.75,1.7547,gamble,-1.75,17.85,0.25,0.75,sub-049
11,12,symmetric,3.05,3.05,0.83358,gamble,-3.05,14.8,0.5,0.5,sub-049
12,13,symmetric,3.05,3.05,0.90227,gamble,3.05,17.85,0.5,0.5,sub-049
13,14,negativeSkew,1.75,5.25,1.3537,safe,0.0,17.85,0.75,0.25,sub-049
14,15,positiveSkew,5.25,1.75,1.1361,gamble,5.25,23.1,0.25,0.75,sub-049
15,16,negativeSkew,1.75,5.25,1.5308,gamble,1.75,24.85,0.75,0.25,sub-049
16,17,negativeSkew,1.75,5.25,2.1025,gamble,-5.25,19.6,0.75,0.25,sub-049
17,18,positiveSkew,5.25,1.75,0.96837,gamble,-1.75,17.85,0.25,0.75,sub-049
18,19,positiveSkew,5.25,1.75,1.0213,gamble,-1.75,16.1,0.25,0.75,sub-049
19,20,positiveSkew,5.25,1.75,0.95273,gamble,-1.75,14.35,0.25,0.75,sub-049
20,21,positiveSkew,5.25,1.75,1.2529,gamble,-1.75,12.6,0.25,0.75,sub-049
21,22,symmetric,3.05,3.05,0.78587,gamble,-3.05,9.55,0.5,0.5,sub-049
22,23,negativeSkew,1.75,5.25,1.27,safe,0.0,9.55,0.75,0.25,sub-049
23,24,symmetric,3.05,3.05,1.0192,gamble,3.05,12.6,0.5,0.5,sub-049
24,25,positiveSkew,5.25,1.75,1.1398,gamble,-1.75,10.85,0.25,0.75,sub-049
25,26,negativeSkew,1.75,5.25,1.1358,gamble,1.75,12.6,0.75,0.25,sub-049
26,27,negativeSkew,1.75,5.25,1.1538,gamble,-5.25,7.35,0.75,0.25,sub-049
27,28,negativeSkew,1.75,5.25,0.96932,gamble,1.75,9.1,0.75,0.25,sub-049
28,29,symmetric,3.05,3.05,1.7524,gamble,-3.05,6.05,0.5,0.5,sub-049
29,30,symmetric,3.05,3.05,0.90249,gamble,-3.05,3.0,0.5,0.5,sub-049
30,31,symmetric,3.05,3.05,0.68555,gamble,-3.05,-0.05,0.5,0.5,sub-049
31,32,symmetric,3.05,3.05,0.65196,gamble,3.05,3.0,0.5,0.5,sub-049
32,33,negativeSkew,1.75,5.25,1.1528,gamble,-5.25,-2.25,0.75,0.25,sub-049
33,34,symmetric,3.05,3.05,0.76697,gamble,-3.05,-5.3,0.5,0.5,sub-049
34,35,positiveSkew,5.25,1.75,1.0695,gamble,5.25,-0.05,0.25,0.75,sub-049
35,36,positiveSkew,5.25,1.75,2.1343,gamble,-1.75,-1.8,0.25,0.75,sub-049
36,37,negativeSkew,1.75,5.25,0.70275,gamble,1.75,-0.05,0.75,0.25,sub-049
37,38,positiveSkew,5.25,1.75,0.76991,gamble,-1.75,-1.8,0.25,0.75,sub-049
38,39,negativeSkew,1.75,5.25,0.93907,gamble,1.75,-0.05,0.75,0.25,sub-049
39,40,negativeSkew,1.75,5.25,1.5183,gamble,1.75,1.7,0.75,0.25,sub-049
40,41,negativeSkew,1.75,5.25,1.0877,gamble,1.75,3.45,0.75,0.25,sub-049
41,42,positiveSkew,5.25,1.75,1.6692,gamble,-1.75,1.7,0.25,0.75,sub-049
42,43,negativeSkew,1.75,5.25,0.78807,gamble,-5.25,-3.55,0.75,0.25,sub-049
43,44,symmetric,3.05,3.05,1.0367,gamble,3.05,-0.5,0.5,0.5,sub-049
44,45,positiveSkew,5.25,1.75,1.0522,gamble,-1.75,-2.25,0.25,0.75,sub-049
45,46,symmetric,3.05,3.05,0.90245,gamble,3.05,0.8,0.5,0.5,sub-049
46,47,symmetric,3.05,3.05,0.90424,gamble,3.05,3.85,0.5,0.5,sub-049
47,48,positiveSkew,5.25,1.75,1.1024,gamble,5.25,9.1,0.25,0.75,sub-049
48,49,symmetric,3.05,3.05,0.89441,gamble,-3.05,6.05,0.5,0.5,sub-049
49,50,positiveSkew,5.25,1.75,0.76836,gamble,-1.75,4.3,0.25,0.75,sub-049
50,51,symmetric,3.05,3.05,0.88616,gamble,-3.05,1.25,0.5,0.5,sub-049
51,52,positiveSkew,5.25,1.75,1.0673,gamble,-1.75,-0.5,0.25,0.75,sub-049
52,53,symmetric,3.05,3.05,0.91938,gamble,3.05,2.55,0.5,0.5,sub-049
53,54,positiveSkew,5.25,1.75,2.2354,safe,0.0,2.55,0.25,0.75,sub-049
54,55,negativeSkew,1.75,5.25,1.0326,gamble,1.75,4.3,0.75,0.25,sub-049
55,56,positiveSkew,5.25,1.75,1.1029,safe,0.0,4.3,0.25,0.75,sub-049
56,57,negativeSkew,1.75,5.25,1.0525,gamble,1.75,6.05,0.75,0.25,sub-049
57,58,symmetric,3.05,3.05,1.5191,gamble,3.05,9.1,0.5,0.5,sub-049
58,59,symmetric,3.05,3.05,1.6531,gamble,-3.05,6.05,0.5,0.5,sub-049
59,60,negativeSkew,1.75,5.25,1.0043,gamble,1.75,7.8,0.75,0.25,sub-049
60,61,symmetric,3.05,3.05,0.9694,gamble,3.05,10.85,0.5,0.5,sub-049
61,62,negativeSkew,1.75,5.25,1.6723,gamble,1.75,12.6,0.75,0.25,sub-049
62,63,symmetric,3.05,3.05,1.0025,gamble,-3.05,9.55,0.5,0.5,sub-049
63,64,negativeSkew,1.75,5.25,1.2486,gamble,-5.25,4.3,0.75,0.25,sub-049
64,65,positiveSkew,5.25,1.75,1.4048,gamble,-1.75,2.55,0.25,0.75,sub-049
65,66,positiveSkew,5.25,1.75,1.1026,gamble,-1.75,0.8,0.25,0.75,sub-049
66,67,negativeSkew,1.75,5.25,0.86867,gamble,1.75,2.55,0.75,0.25,sub-049
67,68,negativeSkew,1.75,5.25,1.1196,gamble,1.75,4.3,0.75,0.25,sub-049
68,69,negativeSkew,1.75,5.25,1.2665,gamble,1.75,6.05,0.75,0.25,sub-049
69,70,symmetric,3.05,3.05,0.90318,gamble,-3.05,3.0,0.5,0.5,sub-049
70,71,positiveSkew,5.25,1.75,0.81776,gamble,-1.75,1.25,0.25,0.75,sub-049
71,72,positiveSkew,5.25,1.75,0.95269,gamble,5.25,6.5,0.25,0.75,sub-049
0,1,symmetric,3.05,3.05,1.9244,gamble,3.05,19.15,0.5,0.5,sub-023
1,2,symmetric,3.05,3.05,1.8414,safe,0.0,19.15,0.5,0.5,sub-023
2,3,symmetric,3.05,3.05,1.1907,safe,0.0,19.15,0.5,0.5,sub-023
3,4,negativeSkew,1.75,5.25,1.0403,safe,0.0,19.15,0.75,0.25,sub-023
4,5,negativeSkew,1.75,5.25,0.97376,safe,0.0,19.15,0.75,0.25,sub-023
5,6,symmetric,3.05,3.05,1.1906,gamble,3.05,22.2,0.5,0.5,sub-023
6,7,positiveSkew,5.25,1.75,2.2587,safe,0.0,22.2,0.25,0.75,sub-023
7,8,negativeSkew,1.75,5.25,0.8733,safe,0.0,22.2,0.75,0.25,sub-023
8,9,positiveSkew,5.25,1.75,0.99014,gamble,5.25,27.45,0.25,0.75,sub-023
9,10,positiveSkew,5.25,1.75,1.541,safe,0.0,27.45,0.25,0.75,sub-023
10,11,positiveSkew,5.25,1.75,1.3407,gamble,-1.75,25.7,0.25,0.75,sub-023
11,12,symmetric,3.05,3.05,1.6077,gamble,-3.05,22.65,0.5,0.5,sub-023
12,13,symmetric,3.05,3.05,1.4409,safe,0.0,22.65,0.5,0.5,sub-023
13,14,negativeSkew,1.75,5.25,0.97372,safe,0.0,22.65,0.75,0.25,sub-023
14,15,positiveSkew,5.25,1.75,1.8753,gamble,5.25,27.9,0.25,0.75,sub-023
15,16,negativeSkew,1.75,5.25,0.95743,safe,0.0,27.9,0.75,0.25,sub-023
16,17,negativeSkew,1.75,5.25,0.75667,safe,0.0,27.9,0.75,0.25,sub-023
17,18,positiveSkew,5.25,1.75,0.9904,gamble,-1.75,26.15,0.25,0.75,sub-023
18,19,positiveSkew,5.25,1.75,1.1407,gamble,-1.75,24.4,0.25,0.75,sub-023
19,20,positiveSkew,5.25,1.75,0.99037,gamble,-1.75,22.65,0.25,0.75,sub-023
20,21,positiveSkew,5.25,1.75,1.3908,gamble,-1.75,20.9,0.25,0.75,sub-023
21,22,symmetric,3.05,3.05,1.6412,gamble,-3.05,17.85,0.5,0.5,sub-023
22,23,negativeSkew,1.75,5.25,0.84017,safe,0.0,17.85,0.75,0.25,sub-023
23,24,symmetric,3.05,3.05,1.391,gamble,3.05,20.9,0.5,0.5,sub-023
24,25,positiveSkew,5.25,1.75,1.3573,safe,0.0,20.9,0.25,0.75,sub-023
25,26,negativeSkew,1.75,5.25,0.77368,safe,0.0,20.9,0.75,0.25,sub-023
26,27,negativeSkew,1.75,5.25,0.85667,safe,0.0,20.9,0.75,0.25,sub-023
27,28,negativeSkew,1.75,5.25,1.0235,safe,0.0,20.9,0.75,0.25,sub-023
28,29,symmetric,3.05,3.05,1.4576,gamble,-3.05,17.85,0.5,0.5,sub-023
29,30,symmetric,3.05,3.05,1.8248,safe,0.0,17.85,0.5,0.5,sub-023
30,31,symmetric,3.05,3.05,1.6413,gamble,-3.05,14.8,0.5,0.5,sub-023
31,32,symmetric,3.05,3.05,1.6082,safe,0.0,14.8,0.5,0.5,sub-023
32,33,negativeSkew,1.75,5.25,0.77319,safe,0.0,14.8,0.75,0.25,sub-023
33,34,symmetric,3.05,3.05,1.3574,gamble,-3.05,11.75,0.5,0.5,sub-023
34,35,positiveSkew,5.25,1.75,1.8082,gamble,5.25,17.0,0.25,0.75,sub-023
35,36,positiveSkew,5.25,1.75,1.2574,gamble,-1.75,15.25,0.25,0.75,sub-023
36,37,negativeSkew,1.75,5.25,0.90678,safe,0.0,15.25,0.75,0.25,sub-023
37,38,positiveSkew,5.25,1.75,0.99036,gamble,-1.75,13.5,0.25,0.75,sub-023
38,39,negativeSkew,1.75,5.25,1.3742,safe,0.0,13.5,0.75,0.25,sub-023
39,40,negativeSkew,1.75,5.25,1.0738,safe,0.0,13.5,0.75,0.25,sub-023
40,41,negativeSkew,1.75,5.25,1.1239,safe,0.0,13.5,0.75,0.25,sub-023
41,42,positiveSkew,5.25,1.75,0.84016,gamble,-1.75,11.75,0.25,0.75,sub-023
42,43,negativeSkew,1.75,5.25,1.0906,safe,0.0,11.75,0.75,0.25,sub-023
43,44,symmetric,3.05,3.05,1.9752,gamble,3.05,14.8,0.5,0.5,sub-023
44,45,positiveSkew,5.25,1.75,0.92374,gamble,-1.75,13.05,0.25,0.75,sub-023
45,46,symmetric,3.05,3.05,1.4242,gamble,3.05,16.1,0.5,0.5,sub-023
46,47,symmetric,3.05,3.05,1.007,safe,0.0,16.1,0.5,0.5,sub-023
47,48,positiveSkew,5.25,1.75,0.82348,gamble,5.25,21.35,0.25,0.75,sub-023
48,49,symmetric,3.05,3.05,1.975,safe,0.0,21.35,0.5,0.5,sub-023
49,50,positiveSkew,5.25,1.75,1.2072,gamble,-1.75,19.6,0.25,0.75,sub-023
50,51,symmetric,3.05,3.05,1.2075,safe,0.0,19.6,0.5,0.5,sub-023
51,52,positiveSkew,5.25,1.75,1.9917,gamble,-1.75,17.85,0.25,0.75,sub-023
52,53,symmetric,3.05,3.05,1.2072,safe,0.0,17.85,0.5,0.5,sub-023
53,54,positiveSkew,5.25,1.75,1.3239,gamble,5.25,23.1,0.25,0.75,sub-023
54,55,negativeSkew,1.75,5.25,0.9735,safe,0.0,23.1,0.75,0.25,sub-023
55,56,positiveSkew,5.25,1.75,1.5414,gamble,-1.75,21.35,0.25,0.75,sub-023
56,57,negativeSkew,1.75,5.25,0.90685,safe,0.0,21.35,0.75,0.25,sub-023
57,58,symmetric,3.05,3.05,1.9249,safe,0.0,21.35,0.5,0.5,sub-023
58,59,symmetric,3.05,3.05,0.92341,safe,0.0,21.35,0.5,0.5,sub-023
59,60,negativeSkew,1.75,5.25,0.7566,safe,0.0,21.35,0.75,0.25,sub-023
60,61,symmetric,3.05,3.05,0.94035,safe,0.0,21.35,0.5,0.5,sub-023
61,62,negativeSkew,1.75,5.25,1.0068,safe,0.0,21.35,0.75,0.25,sub-023
62,63,symmetric,3.05,3.05,1.3407,safe,0.0,21.35,0.5,0.5,sub-023
63,64,negativeSkew,1.75,5.25,0.82361,safe,0.0,21.35,0.75,0.25,sub-023
64,65,positiveSkew,5.25,1.75,0.95692,gamble,-1.75,19.6,0.25,0.75,sub-023
65,66,positiveSkew,5.25,1.75,1.2072,gamble,-1.75,17.85,0.25,0.75,sub-023
66,67,negativeSkew,1.75,5.25,1.0235,safe,0.0,17.85,0.75,0.25,sub-023
67,68,negativeSkew,1.75,5.25,0.78994,safe,0.0,17.85,0.75,0.25,sub-023
68,69,negativeSkew,1.75,5.25,1.3075,safe,0.0,17.85,0.75,0.25,sub-023
69,70,symmetric,3.05,3.05,1.2909,gamble,-3.05,14.8,0.5,0.5,sub-023
70,71,positiveSkew,5.25,1.75,0.90681,gamble,-1.75,13.05,0.25,0.75,sub-023
71,72,positiveSkew,5.25,1.75,1.1073,gamble,5.25,18.3,0.25,0.75,sub-023
0,1,symmetric,3.05,3.05,1.8692,gamble,3.05,13.05,0.5,0.5,sub-050
1,2,symmetric,3.05,3.05,1.0018,gamble,-3.05,10.0,0.5,0.5,sub-050
2,3,symmetric,3.05,3.05,0.90309,gamble,3.05,13.05,0.5,0.5,sub-050
3,4,negativeSkew,1.75,5.25,0.91916,gamble,1.75,14.8,0.75,0.25,sub-050
4,5,negativeSkew,1.75,5.25,0.98597,gamble,1.75,16.55,0.75,0.25,sub-050
5,6,symmetric,3.05,3.05,1.0692,safe,0.0,16.55,0.5,0.5,sub-050
6,7,positiveSkew,5.25,1.75,0.9691,gamble,-1.75,14.8,0.25,0.75,sub-050
7,8,negativeSkew,1.75,5.25,1.5081,gamble,-5.25,9.55,0.75,0.25,sub-050
8,9,positiveSkew,5.25,1.75,0.83664,gamble,5.25,14.8,0.25,0.75,sub-050
9,10,positiveSkew,5.25,1.75,0.91963,gamble,-1.75,13.05,0.25,0.75,sub-050
10,11,positiveSkew,5.25,1.75,1.27,gamble,-1.75,11.3,0.25,0.75,sub-050
11,12,symmetric,3.05,3.05,0.75307,gamble,-3.05,8.25,0.5,0.5,sub-050
12,13,symmetric,3.05,3.05,0.81838,gamble,3.05,11.3,0.5,0.5,sub-050
13,14,negativeSkew,1.75,5.25,1.1196,safe,0.0,11.3,0.75,0.25,sub-050
14,15,positiveSkew,5.25,1.75,1.0524,gamble,5.25,16.55,0.25,0.75,sub-050
15,16,negativeSkew,1.75,5.25,1.0025,safe,0.0,16.55,0.75,0.25,sub-050
16,17,negativeSkew,1.75,5.25,1.4191,safe,0.0,16.55,0.75,0.25,sub-050
17,18,positiveSkew,5.25,1.75,1.0693,gamble,-1.75,14.8,0.25,0.75,sub-050
18,19,positiveSkew,5.25,1.75,0.88608,gamble,-1.75,13.05,0.25,0.75,sub-050
19,20,positiveSkew,5.25,1.75,0.83692,gamble,-1.75,11.3,0.25,0.75,sub-050
20,21,positiveSkew,5.25,1.75,1.0365,gamble,-1.75,9.55,0.25,0.75,sub-050
21,22,symmetric,3.05,3.05,0.83575,gamble,-3.05,6.5,0.5,0.5,sub-050
22,23,negativeSkew,1.75,5.25,0.91915,gamble,1.75,8.25,0.75,0.25,sub-050
23,24,symmetric,3.05,3.05,0.8359,gamble,3.05,11.3,0.5,0.5,sub-050
24,25,positiveSkew,5.25,1.75,0.93615,gamble,-1.75,9.55,0.25,0.75,sub-050
25,26,negativeSkew,1.75,5.25,0.95289,gamble,1.75,11.3,0.75,0.25,sub-050
26,27,negativeSkew,1.75,5.25,1.1523,safe,0.0,11.3,0.75,0.25,sub-050
27,28,negativeSkew,1.75,5.25,1.6529,safe,0.0,11.3,0.75,0.25,sub-050
28,29,symmetric,3.05,3.05,0.81906,gamble,-3.05,8.25,0.5,0.5,sub-050
29,30,symmetric,3.05,3.05,0.78629,gamble,-3.05,5.2,0.5,0.5,sub-050
30,31,symmetric,3.05,3.05,0.86879,gamble,-3.05,2.15,0.5,0.5,sub-050
31,32,symmetric,3.05,3.05,0.81942,gamble,3.05,5.2,0.5,0.5,sub-050
32,33,negativeSkew,1.75,5.25,1.536,safe,0.0,5.2,0.75,0.25,sub-050
33,34,symmetric,3.05,3.05,1.0028,gamble,-3.05,2.15,0.5,0.5,sub-050
34,35,positiveSkew,5.25,1.75,0.71951,gamble,5.25,7.4,0.25,0.75,sub-050
35,36,positiveSkew,5.25,1.75,0.75287,gamble,-1.75,5.65,0.25,0.75,sub-050
36,37,negativeSkew,1.75,5.25,1.1366,gamble,1.75,7.4,0.75,0.25,sub-050
37,38,positiveSkew,5.25,1.75,0.85013,gamble,-1.75,5.65,0.25,0.75,sub-050
38,39,negativeSkew,1.75,5.25,0.91923,safe,0.0,5.65,0.75,0.25,sub-050
39,40,negativeSkew,1.75,5.25,0.84859,safe,0.0,5.65,0.75,0.25,sub-050
40,41,negativeSkew,1.75,5.25,0.85277,safe,0.0,5.65,0.75,0.25,sub-050
41,42,positiveSkew,5.25,1.75,0.79828,gamble,-1.75,3.9,0.25,0.75,sub-050
42,43,negativeSkew,1.75,5.25,0.66886,gamble,-5.25,-1.35,0.75,0.25,sub-050
43,44,symmetric,3.05,3.05,0.78618,gamble,3.05,1.7,0.5,0.5,sub-050
44,45,positiveSkew,5.25,1.75,0.78198,gamble,-1.75,-0.05,0.25,0.75,sub-050
45,46,symmetric,3.05,3.05,0.71911,gamble,3.05,3.0,0.5,0.5,sub-050
46,47,symmetric,3.05,3.05,0.71918,safe,0.0,3.0,0.5,0.5,sub-050
47,48,positiveSkew,5.25,1.75,0.93573,gamble,5.25,8.25,0.25,0.75,sub-050
48,49,symmetric,3.05,3.05,0.83573,gamble,-3.05,5.2,0.5,0.5,sub-050
49,50,positiveSkew,5.25,1.75,0.81934,gamble,-1.75,3.45,0.25,0.75,sub-050
50,51,symmetric,3.05,3.05,0.71897,gamble,-3.05,0.4,0.5,0.5,sub-050
51,52,positiveSkew,5.25,1.75,0.68788,gamble,-1.75,-1.35,0.25,0.75,sub-050
52,53,symmetric,3.05,3.05,0.68576,gamble,3.05,1.7,0.5,0.5,sub-050
53,54,positiveSkew,5.25,1.75,0.78615,gamble,5.25,6.95,0.25,0.75,sub-050
54,55,negativeSkew,1.75,5.25,1.0031,safe,0.0,6.95,0.75,0.25,sub-050
55,56,positiveSkew,5.25,1.75,0.75277,gamble,-1.75,5.2,0.25,0.75,sub-050
56,57,negativeSkew,1.75,5.25,0.93649,safe,0.0,5.2,0.75,0.25,sub-050
57,58,symmetric,3.05,3.05,0.7858,gamble,3.05,8.25,0.5,0.5,sub-050
58,59,symmetric,3.05,3.05,0.93652,gamble,-3.05,5.2,0.5,0.5,sub-050
59,60,negativeSkew,1.75,5.25,0.87014,safe,0.0,5.2,0.75,0.25,sub-050
60,61,symmetric,3.05,3.05,1.5694,gamble,3.05,8.25,0.5,0.5,sub-050
61,62,negativeSkew,1.75,5.25,0.73651,safe,0.0,8.25,0.75,0.25,sub-050
62,63,symmetric,3.05,3.05,0.75317,gamble,-3.05,5.2,0.5,0.5,sub-050
63,64,negativeSkew,1.75,5.25,0.78577,safe,0.0,5.2,0.75,0.25,sub-050
64,65,positiveSkew,5.25,1.75,0.83958,gamble,-1.75,3.45,0.25,0.75,sub-050
65,66,positiveSkew,5.25,1.75,0.68612,gamble,-1.75,1.7,0.25,0.75,sub-050
66,67,negativeSkew,1.75,5.25,0.80314,gamble,1.75,3.45,0.75,0.25,sub-050
